respondent_id,h1n1_concern,h1n1_knowledge,behavioral_antiviral_meds,behavioral_avoidance,behavioral_face_mask,behavioral_wash_hands,behavioral_large_gatherings,behavioral_outside_home,behavioral_touch_face,doctor_recc_h1n1,doctor_recc_seasonal,chronic_med_condition,child_under_6_months,health_worker,health_insurance,opinion_h1n1_vacc_effective,opinion_h1n1_risk,opinion_h1n1_sick_from_vacc,opinion_seas_vacc_effective,opinion_seas_risk,opinion_seas_sick_from_vacc,age_group,education,race,sex,income_poverty,marital_status,rent_or_own,employment_status,hhs_geo_region,census_msa,household_adults,household_children,employment_industry,employment_occupation
2601,1,2,0,1,0,1,1,1,1,0,0,0,0,0,1,2,2,2,2,2,2,2,3,2,0,1,1,1,0,1,0,1,1,6,9
2602,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,4,2,4,5,2,1,4,1,2,1,1,0,1,1,3,1,0,0,20,15
2603,2,1,0,0,0,1,1,1,1,0,1,0,0,0,1,4,1,1,4,1,1,4,0,0,1,0,0,1,1,1,2,0,0,20,18
2604,3,0,1,1,0,1,0,1,1,0,0,0,0,0,0,4,1,5,5,4,3,3,0,0,0,1,1,0,1,7,2,2,0,20,6
2605,2,2,0,1,0,1,1,0,1,0,0,0,0,0,1,3,2,2,4,2,2,3,3,0,1,2,1,1,0,6,0,2,0,7,13
2606,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,2,4,4,1,4,3,0,1,1,0,1,1,4,1,1,0,20,0
2607,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,4,1,1,5,4,1,4,1,0,1,1,0,1,1,7,1,1,0,20,1
2608,2,1,1,1,0,1,1,1,1,0,1,0,0,0,1,5,4,4,4,4,2,3,1,0,1,1,1,1,1,1,0,1,0,20,1
2609,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,4,2,4,5,2,2,4,2,0,1,0,1,0,1,1,0,1,0,20,21
2610,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,1,4,1,1,2,1,0,0,0,1,0,0,8,2,1,2,1,9
2611,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,3,3,2,5,5,4,4,2,0,0,2,0,0,1,1,0,0,0,20,9
2612,3,1,0,1,0,1,1,1,1,0,0,0,0,0,1,3,2,1,5,4,1,4,2,0,1,1,0,1,1,7,0,0,0,20,1
2613,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,4,2,2,4,2,4,2,0,0,0,1,0,1,2,6,2,1,0,20,0
2614,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,4,4,2,2,4,2,0,3,0,0,2,0,0,1,3,0,3,0,20,18
2615,3,2,0,1,1,1,1,0,1,0,0,0,0,0,0,4,4,4,4,4,2,1,3,0,1,1,1,1,1,0,0,1,2,20,19
2616,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,5,1,1,5,1,1,1,3,0,1,2,0,1,0,5,0,0,2,17,16
2617,3,1,0,1,0,1,1,0,0,1,1,0,0,1,1,5,5,5,1,4,5,1,2,3,1,0,1,0,0,5,1,1,1,20,13
2618,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2,2,2,2,5,1,3,0,0,2,1,1,0,7,0,2,2,4,17
2619,3,2,1,1,1,1,1,1,1,0,0,0,0,1,0,5,1,4,4,2,1,2,2,0,1,0,0,0,1,9,2,0,0,20,6
2620,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,3,1,2,4,2,2,0,3,0,1,2,1,1,0,3,1,1,2,9,10
2621,3,2,0,1,0,1,1,1,1,0,0,0,0,0,0,3,5,5,4,5,2,2,2,0,0,2,1,1,0,2,2,1,0,7,20
2622,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,4,2,1,4,2,1,0,0,3,0,2,1,1,2,2,1,0,1,20,0
2623,2,2,0,1,0,1,1,0,1,0,0,0,1,0,0,5,4,1,5,2,1,3,3,0,1,1,1,1,1,0,0,2,0,20,7
2624,1,2,0,1,0,1,0,0,1,1,1,0,0,0,1,4,4,2,5,4,1,4,3,0,0,1,1,1,1,9,0,1,0,20,13
2625,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,3,2,1,4,2,2,0,3,0,0,1,1,1,0,8,2,1,2,18,16
2626,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,4,2,4,4,2,1,2,2,0,0,2,1,1,0,9,1,1,0,14,18
2627,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,5,5,2,5,5,2,0,0,2,0,1,1,0,0,1,0,2,2,12,14
2628,2,2,0,1,0,1,1,0,1,0,0,0,0,1,1,4,4,4,4,4,5,3,3,0,1,2,1,1,0,1,2,1,1,16,4
2629,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,5,1,1,0,1,3,0,1,0,0,2,1,0,0,0,20,16
2630,2,1,1,1,0,1,0,0,1,0,0,0,0,0,1,4,2,2,4,2,4,2,1,0,0,1,1,1,0,2,2,1,0,15,5
2631,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,2,2,1,4,2,1,1,2,2,0,1,1,0,0,5,2,1,0,12,14
2632,3,2,0,1,0,1,1,0,1,1,1,0,0,0,0,5,4,4,5,4,4,3,2,0,1,1,0,0,0,0,1,0,0,5,0
2633,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4,1,2,4,2,2,4,1,0,1,1,1,1,0,9,1,1,0,16,7
2634,2,2,0,1,0,1,0,0,1,0,0,0,1,0,1,3,1,1,3,1,1,3,3,0,0,2,1,1,0,1,0,1,0,0,5
2635,2,1,0,1,0,1,1,0,1,0,0,0,1,0,1,4,5,2,2,5,2,4,2,0,1,1,1,1,1,5,1,1,0,20,22
2636,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,3,1,1,5,2,1,3,1,0,0,1,1,1,1,1,2,1,0,20,3
2637,2,2,0,1,0,1,1,1,1,0,1,0,0,0,1,4,4,2,2,2,1,1,2,0,1,2,1,1,0,7,0,1,2,3,5
2638,2,1,0,1,0,1,1,1,1,0,0,0,0,0,1,4,3,1,4,2,1,4,1,1,1,1,1,1,1,4,0,2,3,20,18
2639,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,4,2,2,2,2,0,1,1,1,0,2,8,0,1,0,20,22
2640,2,2,0,1,0,1,1,1,1,1,1,0,0,0,0,4,2,1,4,1,4,1,0,0,1,1,1,1,2,0,0,1,2,20,17
2641,1,2,0,1,0,1,1,1,0,1,1,1,0,0,0,2,4,4,5,4,2,4,3,0,0,1,0,0,1,0,1,0,0,20,16
2642,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,4,4,1,5,4,0,0,1,0,0,0,1,4,1,0,0,20,9
2643,3,2,0,1,0,1,1,0,1,0,0,1,0,0,1,5,4,4,5,5,1,0,1,1,1,0,0,0,2,1,1,0,1,20,1
2644,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,1,2,3,2,2,1,2,0,1,1,0,1,0,4,1,0,3,0,3
2645,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,1,1,5,2,1,0,1,0,0,0,0,0,0,4,0,2,0,12,20
2646,3,2,0,1,0,1,1,1,1,0,0,0,0,0,0,5,4,4,5,5,2,3,3,0,1,2,1,1,0,7,0,1,0,3,5
2647,1,2,0,1,0,1,0,0,1,0,0,1,0,0,1,4,4,2,5,4,1,2,3,0,1,1,0,1,0,5,1,0,1,7,13
2648,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5,1,1,2,2,1,4,0,1,1,1,0,0,2,7,0,2,0,20,20
2649,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,4,2,2,4,2,2,2,3,3,1,2,1,1,0,3,0,1,0,7,13
2650,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3,4,2,4,1,2,0,1,2,1,1,0,0,0,2,2,2,1,0,1
2651,3,0,0,1,0,1,1,1,1,0,0,1,0,0,0,5,1,5,5,1,5,2,0,1,1,0,0,0,2,1,1,2,0,20,16
2652,2,2,0,0,0,0,0,0,1,1,1,1,0,0,1,5,5,2,5,5,2,4,2,0,1,1,0,0,1,0,0,0,0,20,13
2653,3,2,0,1,0,1,0,0,1,0,1,1,0,0,0,5,2,2,5,5,4,4,0,0,1,1,0,1,1,1,0,0,0,20,21
2654,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5,4,5,5,5,5,3,1,0,0,0,1,1,0,3,0,1,0,16,7
2655,3,2,0,1,0,1,1,0,0,1,1,1,0,0,1,5,4,5,5,5,1,0,3,0,1,1,0,1,2,9,0,0,0,20,6
2656,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,1,4,2,4,2,2,0,0,1,1,0,0,4,2,1,0,0,1
2657,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,5,4,4,5,5,5,4,2,0,0,1,1,1,0,7,2,1,0,12,14
2658,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,4,4,1,0,2,0,0,1,0,0,1,2,2,1,0,20,19
2659,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,4,1,1,3,3,0,1,1,1,1,1,3,0,1,0,20,1
2660,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,4,3,2,5,3,4,4,1,0,1,0,0,1,1,8,2,0,0,20,6
2661,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,4,1,1,5,1,1,4,1,0,0,2,1,1,0,0,0,1,0,0,9
2662,2,1,0,1,1,1,0,0,1,0,1,1,1,0,1,4,1,2,5,2,2,3,3,2,1,2,1,1,1,5,1,1,0,20,17
2663,3,1,0,1,0,1,1,1,1,0,0,0,1,0,1,5,4,4,4,1,1,4,1,3,1,1,0,0,1,9,0,0,0,20,15
2664,2,1,0,1,0,1,0,1,1,1,0,1,1,0,1,4,5,5,4,4,2,1,1,0,1,1,0,1,0,7,2,1,0,9,0
2665,2,2,0,0,0,1,0,0,1,0,0,0,0,0,1,4,4,2,4,4,1,3,3,0,1,1,0,1,0,3,1,0,0,10,0
2666,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,5,5,5,4,2,1,1,1,0,1,1,4,2,0,0,20,22
2667,2,2,0,1,0,1,1,0,1,0,0,0,0,0,0,4,2,5,2,2,4,0,2,0,1,0,0,0,1,8,0,0,0,20,17
2668,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,3,3,1,5,1,1,4,3,0,0,2,1,1,1,1,0,1,0,20,10
2669,2,2,1,1,0,1,1,0,1,0,1,1,0,0,0,2,1,5,2,5,4,0,2,0,1,0,0,0,2,4,1,0,3,20,5
2670,2,2,0,1,0,1,0,0,0,0,0,1,0,0,1,4,2,1,5,4,1,4,3,0,1,1,0,1,1,1,1,0,0,20,19
2671,2,2,0,1,0,1,0,0,1,0,0,0,0,0,1,4,4,1,4,4,1,1,2,0,1,1,1,1,0,2,0,1,2,2,4
2672,3,2,0,1,0,1,1,0,1,0,0,1,0,0,1,3,2,4,5,4,4,2,3,3,0,2,1,1,0,1,0,1,1,20,19
2673,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,5,2,4,4,4,2,4,3,0,1,1,1,1,1,1,0,1,0,20,13
2674,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,4,4,0,3,0,1,1,0,0,0,6,0,1,0,2,4
2675,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,2,2,2,1,3,1,1,0,0,0,1,1,8,2,2,0,20,12
2676,1,2,0,1,0,1,0,1,1,0,0,1,1,1,1,4,4,2,5,4,4,2,2,0,1,1,0,1,0,7,0,0,0,2,4
2677,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,5,4,1,5,2,1,4,3,0,0,1,1,1,1,7,0,1,0,20,14
2678,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,2,1,5,2,2,4,1,0,1,1,0,0,1,0,2,0,0,20,8
2679,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1,4,2,1,4,3,0,1,1,0,1,1,3,0,0,0,20,13
2680,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,1,4,1,1,0,1,0,1,1,1,0,1,2,1,1,0,20,4
2681,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,5,3,5,1,3,4,2,0,0,1,1,0,1,2,4,1,1,0,20,4
2682,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,3,1,1,3,1,1,4,2,3,1,0,0,1,1,4,2,0,0,20,19
2683,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3,1,4,3,3,0,0,2,1,1,0,1,0,1,0,16,0
2684,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,4,2,1,1,2,1,0,1,0,0,1,0,0,0,1,0,0,0,2,9
2685,2,1,0,1,0,1,0,0,1,1,1,0,0,0,1,4,4,5,5,4,2,4,3,0,1,1,0,1,1,2,1,0,0,20,1
2686,2,2,0,1,0,1,1,1,1,0,0,0,0,0,1,4,1,1,1,1,5,3,2,0,0,2,1,1,0,9,2,1,1,0,1
2687,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,3,2,1,3,4,1,2,3,0,1,0,1,0,1,7,2,0,0,20,5
2688,2,0,0,1,0,1,0,0,0,0,0,1,1,0,1,3,2,4,5,2,1,1,2,0,0,2,1,0,0,8,0,1,3,0,0
2689,2,1,0,1,0,1,1,1,1,0,1,1,0,0,1,3,3,1,5,4,1,3,2,1,1,1,0,0,0,4,0,0,0,3,5
2690,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,4,2,2,2,2,2,2,3,0,0,1,1,0,0,3,1,3,2,7,13
2691,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,1,3,3,0,0,1,0,1,0,4,0,0,0,10,20
2692,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,2,4,4,2,2,3,0,1,1,1,1,0,1,1,1,0,2,4
2693,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,4,2,4,4,2,4,3,2,0,1,1,0,1,0,6,1,1,0,9,0
2694,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,3,1,2,4,2,2,4,2,0,1,0,0,0,1,2,2,0,0,20,18
2695,3,0,0,0,0,1,0,0,0,1,1,1,1,1,1,2,4,5,2,5,5,4,1,0,1,0,1,0,2,7,0,1,0,20,17
2696,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,1,2,1,1,1,3,0,1,2,1,0,0,0,0,2,3,7,9
2697,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,5,2,2,5,4,2,3,3,1,1,1,1,1,1,4,0,2,0,20,1
2698,3,1,0,1,0,1,0,0,1,0,0,0,0,0,1,4,1,2,5,1,1,0,2,0,0,1,1,1,0,1,1,1,2,4,9
2699,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,3,1,1,5,2,1,4,2,0,1,1,0,1,1,6,0,0,0,20,5
2700,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,4,2,4,1,1,3,3,1,0,1,0,1,0,1,2,0,0,5,5
2701,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,4,1,2,4,1,0,1,2,1,0,1,8,2,1,0,20,16
2702,3,2,0,1,0,1,1,1,1,0,0,0,0,0,1,4,2,5,4,2,5,2,1,0,1,1,0,1,0,3,1,0,0,0,3
2703,2,1,0,1,0,1,1,0,1,0,0,1,1,0,0,4,2,4,2,5,1,0,1,2,0,0,0,0,0,2,1,1,0,2,3
2704,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,2,1,1,4,1,1,3,3,0,0,2,1,1,1,0,0,1,0,20,2
2705,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,5,3,1,1,0,3,1,1,1,0,1,0,1,0,1,2,4,3
2706,2,2,0,1,0,1,0,0,1,0,0,0,0,0,1,3,4,2,4,2,2,0,3,0,1,1,0,0,0,6,1,2,0,18,16
2707,1,2,0,1,0,1,0,0,1,0,1,0,0,1,0,2,2,1,5,1,1,0,3,0,0,2,1,1,0,3,0,1,1,2,20
2708,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,4,2,1,4,2,2,0,1,0,0,1,0,1,1,9,1,0,0,20,19
2709,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,5,2,1,5,2,1,0,1,2,0,0,0,0,0,9,0,3,0,16,7
2710,3,2,0,1,1,1,1,1,1,1,1,1,0,0,1,4,5,2,5,5,1,4,3,0,1,1,1,1,1,5,0,1,0,20,15
2711,3,1,0,1,0,1,0,0,0,1,1,1,0,0,1,4,2,2,4,1,1,2,1,0,1,2,1,1,1,7,2,1,0,20,9
2712,2,2,0,1,0,1,0,0,1,0,0,0,0,0,1,3,2,2,4,2,1,0,2,0,1,1,0,0,1,3,0,1,0,20,12
2713,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,5,2,2,5,2,2,3,2,0,1,1,1,1,1,5,1,1,0,20,5
2714,3,0,0,1,0,1,0,0,1,1,1,0,0,0,1,4,4,4,2,4,4,3,2,1,0,2,0,0,0,3,1,0,0,2,9
2715,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,1,1,4,1,1,0,0,0,1,2,0,1,1,4,0,1,0,20,14
2716,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,1,5,1,1,4,3,0,0,1,1,1,1,7,0,1,0,20,14
2717,2,2,0,0,0,0,0,0,0,1,1,1,0,0,1,4,2,1,4,2,1,1,3,0,1,2,1,1,2,7,0,1,2,20,8
2718,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,4,2,1,5,4,2,2,2,0,1,2,1,1,0,7,0,1,2,4,18
2719,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2,1,5,4,2,1,1,0,0,1,0,1,0,4,1,1,0,0,1
2720,1,2,0,1,0,1,0,0,1,0,0,0,0,0,1,4,2,2,4,1,2,0,3,0,0,1,0,0,0,9,1,3,0,5,22
2721,3,1,1,0,1,1,1,1,1,0,0,0,0,0,1,5,4,5,5,5,4,0,0,2,0,1,0,0,0,1,1,1,0,18,16
2722,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,5,1,1,5,4,2,1,2,2,1,1,1,1,0,5,1,1,2,4,9
2723,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,1,5,2,1,0,3,0,0,2,1,1,0,4,2,1,1,1,9
2724,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,4,2,4,5,4,1,4,2,0,1,1,1,1,1,8,0,1,0,20,11
2725,2,2,0,1,0,1,0,0,1,0,0,0,0,0,1,5,4,1,5,5,1,3,3,0,1,2,0,1,0,3,0,0,0,7,9
2726,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,1,5,2,1,2,3,0,1,2,1,1,0,7,1,1,0,2,0
2727,3,2,0,1,0,1,1,1,1,0,0,0,0,1,1,5,4,5,5,5,1,1,1,0,1,1,0,0,0,0,2,1,0,2,15
2728,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,5,5,5,5,2,1,0,1,2,0,0,0,5,2,0,0,20,6
2729,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,4,2,1,4,2,5,1,3,0,1,2,1,1,0,1,0,1,2,2,4
2730,2,2,0,1,0,1,1,1,1,0,0,1,0,0,1,5,1,2,5,4,2,4,3,0,0,2,0,1,1,0,1,0,0,20,4
2731,2,1,0,1,0,1,0,0,1,1,0,0,0,0,1,5,3,1,5,3,1,1,3,0,0,1,0,0,1,6,1,2,0,20,10
2732,3,2,0,0,0,1,0,0,1,1,1,0,0,1,1,5,5,4,5,4,4,1,2,0,1,1,1,1,0,8,1,1,2,2,15
2733,3,1,0,1,0,1,1,1,1,0,0,0,0,0,0,5,3,1,5,2,1,4,0,0,0,1,1,1,1,9,0,0,0,20,10
2734,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1,4,2,1,5,2,1,4,1,0,0,2,1,1,1,2,0,1,0,20,5
2735,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,5,1,1,5,1,2,1,3,0,1,2,1,1,0,4,0,1,1,4,16
2736,3,1,1,1,1,0,1,1,1,0,1,1,0,0,0,5,2,4,5,2,4,0,1,0,0,1,0,0,1,8,1,0,0,20,10
2737,3,1,0,1,0,1,1,1,1,0,1,1,0,0,0,4,4,5,5,2,2,0,0,2,1,0,1,1,0,7,1,1,2,6,9
2738,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,5,2,1,5,4,1,1,1,0,1,1,0,0,0,0,0,0,2,3,5
2739,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1,3,1,1,2,2,1,3,3,0,0,1,0,1,0,1,0,0,0,13,5
2740,1,2,0,1,0,1,1,1,1,0,1,0,0,0,1,3,3,2,4,4,2,3,3,0,1,1,0,0,1,3,1,0,0,20,8
2741,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,4,2,2,0,3,0,1,1,0,0,0,2,2,1,0,6,3
2742,3,1,0,1,1,1,1,1,1,0,0,0,0,1,0,4,5,5,4,4,2,1,3,0,1,0,1,0,1,4,0,0,0,20,21
2743,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,4,4,1,4,2,1,1,3,0,0,1,1,1,0,4,2,1,2,7,13
2744,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2,2,4,2,2,0,3,0,0,2,1,1,0,4,0,1,0,5,17
2745,2,2,0,1,0,1,1,1,1,0,1,1,0,0,1,4,1,2,4,2,1,4,3,0,1,2,1,1,1,1,0,1,0,20,0
2746,2,1,0,1,0,1,1,0,1,0,0,0,0,0,1,4,2,2,5,4,2,3,1,0,1,1,0,1,0,0,2,0,0,13,3
2747,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,4,1,1,4,1,1,0,2,0,1,2,1,1,1,8,0,1,3,20,13
2748,2,2,0,1,0,1,0,1,1,1,0,0,0,0,1,5,4,2,5,4,1,4,1,0,1,0,0,1,0,2,0,0,0,18,3
2749,2,2,0,1,0,1,1,1,1,1,1,1,0,1,0,5,2,4,4,4,1,3,3,1,0,1,0,0,0,7,1,0,0,2,19
2750,2,1,0,0,1,1,0,0,0,1,1,0,0,0,0,3,4,1,4,4,1,0,3,0,1,2,1,1,0,4,1,1,0,4,3
2751,3,1,0,1,0,1,1,1,1,0,0,0,0,0,1,3,2,5,3,2,4,2,2,0,1,1,1,1,0,1,0,1,1,18,16
2752,2,2,0,0,0,1,1,1,1,0,0,1,0,0,1,3,2,4,2,2,1,3,2,0,0,1,0,1,0,2,2,0,0,13,1
2753,2,2,0,1,0,1,1,1,1,0,0,0,1,1,1,4,2,1,4,5,1,1,2,3,0,2,1,0,0,5,0,1,3,2,4
2754,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,3,2,2,1,2,1,1,0,7,2,1,0,2,3
2755,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,2,2,4,2,2,4,1,0,0,1,1,1,1,3,0,1,0,20,13
2756,1,2,0,1,0,1,0,0,1,0,0,0,0,0,1,4,2,4,5,2,1,3,3,0,0,2,1,1,0,0,0,1,1,7,13
2757,1,2,0,1,0,1,0,1,1,1,1,0,0,1,0,1,2,1,1,2,2,2,2,0,1,2,1,1,0,0,0,1,0,2,4
2758,2,1,0,1,0,1,0,0,1,0,1,1,0,0,0,4,1,2,5,2,2,4,3,0,0,1,1,1,0,4,0,1,0,18,11
2759,2,2,0,0,0,1,1,0,1,0,1,0,0,0,0,3,1,2,4,1,2,4,3,1,1,0,0,0,1,6,1,0,0,20,12
2760,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,4,1,1,4,1,1,3,3,0,1,2,1,1,0,3,0,1,0,11,5
2761,2,1,0,1,0,1,0,0,1,0,1,0,0,0,1,5,2,2,5,2,2,4,2,0,1,1,1,1,1,4,2,1,0,20,2
2762,2,1,1,1,0,1,1,1,1,1,1,1,0,0,1,4,1,4,4,2,4,4,3,1,1,1,0,1,1,7,1,0,0,20,19
2763,3,2,0,1,0,1,0,0,1,0,0,1,0,0,1,5,5,2,5,4,4,2,1,0,0,1,0,1,1,1,0,1,0,20,9
2764,3,2,0,0,0,1,0,1,1,1,1,0,1,1,1,5,4,2,5,2,1,1,3,0,1,2,1,1,0,0,2,1,2,2,21
2765,2,2,0,1,0,1,1,1,1,0,0,0,0,1,0,4,4,2,2,2,2,1,2,0,1,1,0,0,0,0,2,0,1,2,15
2766,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,4,2,4,4,4,2,3,1,0,1,1,1,1,0,5,1,1,0,11,11
2767,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,5,1,0,2,0,0,1,0,0,0,4,1,0,0,7,21
2768,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,2,1,1,2,1,5,2,1,0,1,1,0,1,2,3,0,2,1,20,17
2769,3,0,0,0,0,1,1,1,1,0,1,1,0,0,1,3,3,4,5,4,4,4,0,0,1,0,1,1,1,2,1,1,0,20,11
2770,2,2,0,1,1,1,0,0,1,1,1,1,0,1,0,5,5,2,5,5,2,3,3,0,1,2,1,1,0,8,1,1,0,2,4
2771,2,2,0,0,0,1,0,0,1,1,0,0,1,0,0,4,1,1,2,1,1,1,3,0,0,1,1,1,0,1,1,1,1,7,13
2772,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,2,1,5,5,1,1,3,0,2,1,0,0,4,1,2,2,4,3
2773,2,2,0,1,0,1,1,0,1,1,1,0,0,1,1,4,4,2,4,2,2,3,3,0,1,2,1,0,0,3,0,1,0,2,4
2774,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,4,2,2,4,2,2,0,1,3,1,1,1,0,0,7,2,1,2,3,3
2775,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,4,1,1,5,2,1,2,1,0,1,1,1,1,0,2,2,1,1,3,9
2776,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,1,4,1,2,3,3,3,1,2,0,1,0,5,2,0,0,18,16
2777,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,4,4,2,2,3,0,0,0,1,1,0,3,0,2,1,14,5
2778,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,4,2,2,4,2,2,4,1,0,1,1,1,1,1,7,2,1,0,20,11
2779,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,3,1,1,5,4,4,4,2,0,1,1,0,1,1,0,2,0,0,20,7
2780,3,0,0,1,0,1,0,0,1,0,1,0,0,0,0,4,4,4,5,2,2,4,2,0,1,1,1,1,1,2,2,1,0,20,21
2781,3,2,0,1,0,1,0,0,1,0,1,0,0,0,1,5,4,2,4,4,2,4,3,0,1,1,0,1,0,0,2,1,0,13,5
2782,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,5,2,1,5,4,1,1,3,0,0,1,1,1,0,4,1,1,1,4,10
2783,3,0,0,1,0,1,1,0,1,1,0,1,0,0,0,5,2,2,4,5,1,3,1,0,1,1,1,0,1,4,0,1,0,20,12
2784,2,1,0,1,0,1,0,0,1,0,0,0,0,0,1,3,3,2,4,2,2,4,0,0,1,2,1,1,0,6,0,1,0,3,5
2785,3,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,3,1,1,1,1,1,1,0,7,2,3,0,6,6
2786,1,2,0,1,0,1,0,0,1,0,0,0,0,0,1,2,1,1,4,1,2,1,1,0,1,2,1,1,1,7,2,1,3,20,19
2787,1,2,0,1,0,1,0,0,1,1,1,0,0,0,0,4,2,2,4,4,2,2,3,0,0,1,1,1,2,1,0,1,1,20,8
